engine_id,aircraft_id,DEGT,GWFM,GPCN25,engine_family,engine_type,problem_name,main_id
5c888c9071d8873444bf7b6c46f7a860929703f66a89ceee7402653e6e96c500,e8212b638378823bae27aae066d415989bc85730398b72a2d474d346d7748e7c,5.86743212,1.12413204,0.178510994,CF34-8E,CF34-8E5,+1%W25 9th stg customer bleed (leakage),72022
5c888c9071d8873444bf7b6c46f7a860929703f66a89ceee7402653e6e96c500,e8212b638378823bae27aae066d415989bc85730398b72a2d474d346d7748e7c,5.799438,0.712095022,0.045194,CF34-8E,CF34-8E5,+1%W25 9th stg customer bleed (leakage),40510
5c888c9071d8873444bf7b6c46f7a860929703f66a89ceee7402653e6e96c500,e8212b638378823bae27aae066d415989bc85730398b72a2d474d346d7748e7c,5.93664598,1.17882502,0.0958900005,CF34-8E,CF34-8E5,+1%W25 9th stg customer bleed (leakage),25419
5c888c9071d8873444bf7b6c46f7a860929703f66a89ceee7402653e6e96c500,e8212b638378823bae27aae066d415989bc85730398b72a2d474d346d7748e7c,5.78930712,0.364838004,0.0647350028,CF34-8E,CF34-8E5,+1%W25 9th stg customer bleed (leakage),94886
5c888c9071d8873444bf7b6c46f7a860929703f66a89ceee7402653e6e96c500,e8212b638378823bae27aae066d415989bc85730398b72a2d474d346d7748e7c,4.80627394,0.376354992,0.0864249989,CF34-8E,CF34-8E5,+1%W25 9th stg customer bleed (leakage),18061
5c888c9071d8873444bf7b6c46f7a860929703f66a89ceee7402653e6e96c500,e8212b638378823bae27aae066d415989bc85730398b72a2d474d346d7748e7c,6.46460009,1.05918002,0.149954006,CF34-8E,CF34-8E5,+1%W25 9th stg customer bleed (leakage),81231
5c888c9071d8873444bf7b6c46f7a860929703f66a89ceee7402653e6e96c500,e8212b638378823bae27aae066d415989bc85730398b72a2d474d346d7748e7c,6.2878418,0.988600016,0.122506,CF34-8E,CF34-8E5,+1%W25 9th stg customer bleed (leakage),20735
5c888c9071d8873444bf7b6c46f7a860929703f66a89ceee7402653e6e96c500,e8212b638378823bae27aae066d415989bc85730398b72a2d474d346d7748e7c,6.45117188,0.441803992,0.132179007,CF34-8E,CF34-8E5,+1%W25 9th stg customer bleed (leakage),64603
5c888c9071d8873444bf7b6c46f7a860929703f66a89ceee7402653e6e96c500,e8212b638378823bae27aae066d415989bc85730398b72a2d474d346d7748e7c,2.21679711,0.533999026,0.126504004,CF34-8E,CF34-8E5,+1%W25 9th stg customer bleed (leakage),54795
5c888c9071d8873444bf7b6c46f7a860929703f66a89ceee7402653e6e96c500,e8212b638378823bae27aae066d415989bc85730398b72a2d474d346d7748e7c,6.62524414,0.882870972,0.152952999,CF34-8E,CF34-8E5,+1%W25 9th stg customer bleed (leakage),47264
5c888c9071d8873444bf7b6c46f7a860929703f66a89ceee7402653e6e96c500,e8212b638378823bae27aae066d415989bc85730398b72a2d474d346d7748e7c,4.76171923,0.804252982,0.0365159996,CF34-8E,CF34-8E5,+1%W25 9th stg customer bleed (leakage),62071
5c888c9071d8873444bf7b6c46f7a860929703f66a89ceee7402653e6e96c500,e8212b638378823bae27aae066d415989bc85730398b72a2d474d346d7748e7c,7.67028809,0.436383009,0.0646200031,CF34-8E,CF34-8E5,+1%W25 9th stg customer bleed (leakage),7254
5c888c9071d8873444bf7b6c46f7a860929703f66a89ceee7402653e6e96c500,e8212b638378823bae27aae066d415989bc85730398b72a2d474d346d7748e7c,1.19726598,0.888499022,0.176944003,CF34-8E,CF34-8E5,+1%W25 9th stg customer bleed (leakage),14376
5c888c9071d8873444bf7b6c46f7a860929703f66a89ceee7402653e6e96c500,e8212b638378823bae27aae066d415989bc85730398b72a2d474d346d7748e7c,9.14440918,0.644043982,0.133165002,CF34-8E,CF34-8E5,+1%W25 9th stg customer bleed (leakage),40797
5c888c9071d8873444bf7b6c46f7a860929703f66a89ceee7402653e6e96c500,e8212b638378823bae27aae066d415989bc85730398b72a2d474d346d7748e7c,5.5410161,1.10274696,0.0983439982,CF34-8E,CF34-8E5,+1%W25 9th stg customer bleed (leakage),2924
5c888c9071d8873444bf7b6c46f7a860929703f66a89ceee7402653e6e96c500,e8212b638378823bae27aae066d415989bc85730398b72a2d474d346d7748e7c,7.13622999,0.0680060014,0.138332993,CF34-8E,CF34-8E5,+1%W25 9th stg customer bleed (leakage),62272
5c888c9071d8873444bf7b6c46f7a860929703f66a89ceee7402653e6e96c500,e8212b638378823bae27aae066d415989bc85730398b72a2d474d346d7748e7c,7.7408452,0.535440028,0.149954006,CF34-8E,CF34-8E5,+1%W25 9th stg customer bleed (leakage),15004
5c888c9071d8873444bf7b6c46f7a860929703f66a89ceee7402653e6e96c500,e8212b638378823bae27aae066d415989bc85730398b72a2d474d346d7748e7c,9.70324707,0.897732019,0.00958499964,CF34-8E,CF34-8E5,+1%W25 9th stg customer bleed (leakage),78949
5c888c9071d8873444bf7b6c46f7a860929703f66a89ceee7402653e6e96c500,e8212b638378823bae27aae066d415989bc85730398b72a2d474d346d7748e7c,8.54345703,1.21412504,0.0704559982,CF34-8E,CF34-8E5,+1%W25 9th stg customer bleed (leakage),5761
5c888c9071d8873444bf7b6c46f7a860929703f66a89ceee7402653e6e96c500,e8212b638378823bae27aae066d415989bc85730398b72a2d474d346d7748e7c,3.43225098,1.02633095,0.199805006,CF34-8E,CF34-8E5,+1%W25 9th stg customer bleed (leakage),42387
5c888c9071d8873444bf7b6c46f7a860929703f66a89ceee7402653e6e96c500,e8212b638378823bae27aae066d415989bc85730398b72a2d474d346d7748e7c,2.31604004,1.23850298,0.159585997,CF34-8E,CF34-8E5,+1%W25 9th stg customer bleed (leakage),65839
5c888c9071d8873444bf7b6c46f7a860929703f66a89ceee7402653e6e96c500,e8212b638378823bae27aae066d415989bc85730398b72a2d474d346d7748e7c,6.04711914,1.04903996,0.178755999,CF34-8E,CF34-8E5,+1%W25 9th stg customer bleed (leakage),12861
5c888c9071d8873444bf7b6c46f7a860929703f66a89ceee7402653e6e96c500,e8212b638378823bae27aae066d415989bc85730398b72a2d474d346d7748e7c,7.07470703,1.24208999,0.113035001,CF34-8E,CF34-8E5,+1%W25 9th stg customer bleed (leakage),80435
5c888c9071d8873444bf7b6c46f7a860929703f66a89ceee7402653e6e96c500,e8212b638378823bae27aae066d415989bc85730398b72a2d474d346d7748e7c,3.99487305,0.827480972,0.140007004,CF34-8E,CF34-8E5,+1%W25 9th stg customer bleed (leakage),16308
5c888c9071d8873444bf7b6c46f7a860929703f66a89ceee7402653e6e96c500,e8212b638378823bae27aae066d415989bc85730398b72a2d474d346d7748e7c,9.90112305,0.284853995,0.0957349986,CF34-8E,CF34-8E5,+1%W25 9th stg customer bleed (leakage),12529
5c888c9071d8873444bf7b6c46f7a860929703f66a89ceee7402653e6e96c500,e8212b638378823bae27aae066d415989bc85730398b72a2d474d346d7748e7c,3.59924293,1.17074704,0.0694990009,CF34-8E,CF34-8E5,+1%W25 9th stg customer bleed (leakage),90986
5c888c9071d8873444bf7b6c46f7a860929703f66a89ceee7402653e6e96c500,e8212b638378823bae27aae066d415989bc85730398b72a2d474d346d7748e7c,3.91747999,1.15115595,0.110475004,CF34-8E,CF34-8E5,+1%W25 9th stg customer bleed (leakage),66616
5c888c9071d8873444bf7b6c46f7a860929703f66a89ceee7402653e6e96c500,e8212b638378823bae27aae066d415989bc85730398b72a2d474d346d7748e7c,6.74462891,0.88063103,0.127204001,CF34-8E,CF34-8E5,+1%W25 9th stg customer bleed (leakage),22203
5c888c9071d8873444bf7b6c46f7a860929703f66a89ceee7402653e6e96c500,e8212b638378823bae27aae066d415989bc85730398b72a2d474d346d7748e7c,1.62878394,1.11308002,0.0838780031,CF34-8E,CF34-8E5,+1%W25 9th stg customer bleed (leakage),57261
5c888c9071d8873444bf7b6c46f7a860929703f66a89ceee7402653e6e96c500,e8212b638378823bae27aae066d415989bc85730398b72a2d474d346d7748e7c,5.39916992,0.162457004,0.189866006,CF34-8E,CF34-8E5,+1%W25 9th stg customer bleed (leakage),56857
5c888c9071d8873444bf7b6c46f7a860929703f66a89ceee7402653e6e96c500,e8212b638378823bae27aae066d415989bc85730398b72a2d474d346d7748e7c,5.33496094,0.49357,0.179304004,CF34-8E,CF34-8E5,+1%W25 9th stg customer bleed (leakage),32664
5c888c9071d8873444bf7b6c46f7a860929703f66a89ceee7402653e6e96c500,e8212b638378823bae27aae066d415989bc85730398b72a2d474d346d7748e7c,3.82690406,0.932577014,0.107493997,CF34-8E,CF34-8E5,+1%W25 9th stg customer bleed (leakage),46760
5c888c9071d8873444bf7b6c46f7a860929703f66a89ceee7402653e6e96c500,e8212b638378823bae27aae066d415989bc85730398b72a2d474d346d7748e7c,0.0927729979,1.26431,0.171186998,CF34-8E,CF34-8E5,+1%W25 9th stg customer bleed (leakage),32280
5c888c9071d8873444bf7b6c46f7a860929703f66a89ceee7402653e6e96c500,e8212b638378823bae27aae066d415989bc85730398b72a2d474d346d7748e7c,4.37768602,1.26690602,0.0904960036,CF34-8E,CF34-8E5,+1%W25 9th stg customer bleed (leakage),77364
5c888c9071d8873444bf7b6c46f7a860929703f66a89ceee7402653e6e96c500,e8212b638378823bae27aae066d415989bc85730398b72a2d474d346d7748e7c,6.9277339,0.376780003,0.0958919972,CF34-8E,CF34-8E5,+1%W25 5th stg customer bleed (leakage),43645
5c888c9071d8873444bf7b6c46f7a860929703f66a89ceee7402653e6e96c500,e8212b638378823bae27aae066d415989bc85730398b72a2d474d346d7748e7c,7.76403809,0.254166991,0.178792998,CF34-8E,CF34-8E5,+1%W25 5th stg customer bleed (leakage),74928
5c888c9071d8873444bf7b6c46f7a860929703f66a89ceee7402653e6e96c500,e8212b638378823bae27aae066d415989bc85730398b72a2d474d346d7748e7c,5.799438,0.712095022,0.045194,CF34-8E,CF34-8E5,+1%W25 5th stg customer bleed (leakage),40510
5c888c9071d8873444bf7b6c46f7a860929703f66a89ceee7402653e6e96c500,e8212b638378823bae27aae066d415989bc85730398b72a2d474d346d7748e7c,5.78930712,0.364838004,0.0647350028,CF34-8E,CF34-8E5,+1%W25 5th stg customer bleed (leakage),94886
5c888c9071d8873444bf7b6c46f7a860929703f66a89ceee7402653e6e96c500,e8212b638378823bae27aae066d415989bc85730398b72a2d474d346d7748e7c,4.80627394,0.376354992,0.0864249989,CF34-8E,CF34-8E5,+1%W25 5th stg customer bleed (leakage),18061
5c888c9071d8873444bf7b6c46f7a860929703f66a89ceee7402653e6e96c500,e8212b638378823bae27aae066d415989bc85730398b72a2d474d346d7748e7c,6.45117188,0.441803992,0.132179007,CF34-8E,CF34-8E5,+1%W25 5th stg customer bleed (leakage),64603
5c888c9071d8873444bf7b6c46f7a860929703f66a89ceee7402653e6e96c500,e8212b638378823bae27aae066d415989bc85730398b72a2d474d346d7748e7c,2.21679711,0.533999026,0.126504004,CF34-8E,CF34-8E5,+1%W25 5th stg customer bleed (leakage),54795
5c888c9071d8873444bf7b6c46f7a860929703f66a89ceee7402653e6e96c500,e8212b638378823bae27aae066d415989bc85730398b72a2d474d346d7748e7c,7.67028809,0.436383009,0.0646200031,CF34-8E,CF34-8E5,+1%W25 5th stg customer bleed (leakage),7254
5c888c9071d8873444bf7b6c46f7a860929703f66a89ceee7402653e6e96c500,e8212b638378823bae27aae066d415989bc85730398b72a2d474d346d7748e7c,7.13622999,0.0680060014,0.138332993,CF34-8E,CF34-8E5,+1%W25 5th stg customer bleed (leakage),62272
5c888c9071d8873444bf7b6c46f7a860929703f66a89ceee7402653e6e96c500,e8212b638378823bae27aae066d415989bc85730398b72a2d474d346d7748e7c,7.7408452,0.535440028,0.149954006,CF34-8E,CF34-8E5,+1%W25 5th stg customer bleed (leakage),15004
5c888c9071d8873444bf7b6c46f7a860929703f66a89ceee7402653e6e96c500,e8212b638378823bae27aae066d415989bc85730398b72a2d474d346d7748e7c,5.39916992,0.162457004,0.189866006,CF34-8E,CF34-8E5,+1%W25 5th stg customer bleed (leakage),56857
5c888c9071d8873444bf7b6c46f7a860929703f66a89ceee7402653e6e96c500,e8212b638378823bae27aae066d415989bc85730398b72a2d474d346d7748e7c,5.33496094,0.49357,0.179304004,CF34-8E,CF34-8E5,+1%W25 5th stg customer bleed (leakage),32664
5c888c9071d8873444bf7b6c46f7a860929703f66a89ceee7402653e6e96c500,e8212b638378823bae27aae066d415989bc85730398b72a2d474d346d7748e7c,2.92150903,1.05280697,0.166657999,CF34-8E,CF34-8E5,-1pt FAN efficiency,17736
5c888c9071d8873444bf7b6c46f7a860929703f66a89ceee7402653e6e96c500,e8212b638378823bae27aae066d415989bc85730398b72a2d474d346d7748e7c,5.86743212,1.12413204,0.178510994,CF34-8E,CF34-8E5,-1pt FAN efficiency,72022
5c888c9071d8873444bf7b6c46f7a860929703f66a89ceee7402653e6e96c500,e8212b638378823bae27aae066d415989bc85730398b72a2d474d346d7748e7c,5.799438,0.712095022,0.045194,CF34-8E,CF34-8E5,-1pt FAN efficiency,40510
5c888c9071d8873444bf7b6c46f7a860929703f66a89ceee7402653e6e96c500,e8212b638378823bae27aae066d415989bc85730398b72a2d474d346d7748e7c,5.93664598,1.17882502,0.0958900005,CF34-8E,CF34-8E5,-1pt FAN efficiency,25419
5c888c9071d8873444bf7b6c46f7a860929703f66a89ceee7402653e6e96c500,e8212b638378823bae27aae066d415989bc85730398b72a2d474d346d7748e7c,5.78930712,0.364838004,0.0647350028,CF34-8E,CF34-8E5,-1pt FAN efficiency,94886
5c888c9071d8873444bf7b6c46f7a860929703f66a89ceee7402653e6e96c500,e8212b638378823bae27aae066d415989bc85730398b72a2d474d346d7748e7c,4.80627394,0.376354992,0.0864249989,CF34-8E,CF34-8E5,-1pt FAN efficiency,18061
5c888c9071d8873444bf7b6c46f7a860929703f66a89ceee7402653e6e96c500,e8212b638378823bae27aae066d415989bc85730398b72a2d474d346d7748e7c,3.15405297,0.715134025,0.252029985,CF34-8E,CF34-8E5,-1pt FAN efficiency,59252
5c888c9071d8873444bf7b6c46f7a860929703f66a89ceee7402653e6e96c500,e8212b638378823bae27aae066d415989bc85730398b72a2d474d346d7748e7c,2.21679711,0.533999026,0.126504004,CF34-8E,CF34-8E5,-1pt FAN efficiency,54795
5c888c9071d8873444bf7b6c46f7a860929703f66a89ceee7402653e6e96c500,e8212b638378823bae27aae066d415989bc85730398b72a2d474d346d7748e7c,4.76171923,0.804252982,0.0365159996,CF34-8E,CF34-8E5,-1pt FAN efficiency,62071
5c888c9071d8873444bf7b6c46f7a860929703f66a89ceee7402653e6e96c500,e8212b638378823bae27aae066d415989bc85730398b72a2d474d346d7748e7c,1.97741699,0.299125999,0.204488993,CF34-8E,CF34-8E5,-1pt FAN efficiency,5136
5c888c9071d8873444bf7b6c46f7a860929703f66a89ceee7402653e6e96c500,e8212b638378823bae27aae066d415989bc85730398b72a2d474d346d7748e7c,1.19726598,0.888499022,0.176944003,CF34-8E,CF34-8E5,-1pt FAN efficiency,14376
5c888c9071d8873444bf7b6c46f7a860929703f66a89ceee7402653e6e96c500,e8212b638378823bae27aae066d415989bc85730398b72a2d474d346d7748e7c,5.5410161,1.10274696,0.0983439982,CF34-8E,CF34-8E5,-1pt FAN efficiency,2924
5c888c9071d8873444bf7b6c46f7a860929703f66a89ceee7402653e6e96c500,e8212b638378823bae27aae066d415989bc85730398b72a2d474d346d7748e7c,5.61633301,1.07147503,0.259561986,CF34-8E,CF34-8E5,-1pt FAN efficiency,38013
5c888c9071d8873444bf7b6c46f7a860929703f66a89ceee7402653e6e96c500,e8212b638378823bae27aae066d415989bc85730398b72a2d474d346d7748e7c,5.95288086,0.983098984,0.221487001,CF34-8E,CF34-8E5,-1pt FAN efficiency,25405
5c888c9071d8873444bf7b6c46f7a860929703f66a89ceee7402653e6e96c500,e8212b638378823bae27aae066d415989bc85730398b72a2d474d346d7748e7c,3.43225098,1.02633095,0.199805006,CF34-8E,CF34-8E5,-1pt FAN efficiency,42387
5c888c9071d8873444bf7b6c46f7a860929703f66a89ceee7402653e6e96c500,e8212b638378823bae27aae066d415989bc85730398b72a2d474d346d7748e7c,2.31604004,1.23850298,0.159585997,CF34-8E,CF34-8E5,-1pt FAN efficiency,65839
5c888c9071d8873444bf7b6c46f7a860929703f66a89ceee7402653e6e96c500,e8212b638378823bae27aae066d415989bc85730398b72a2d474d346d7748e7c,3.99487305,0.827480972,0.140007004,CF34-8E,CF34-8E5,-1pt FAN efficiency,16308
5c888c9071d8873444bf7b6c46f7a860929703f66a89ceee7402653e6e96c500,e8212b638378823bae27aae066d415989bc85730398b72a2d474d346d7748e7c,2.93347192,1.19581401,0.333081007,CF34-8E,CF34-8E5,-1pt FAN efficiency,87660
5c888c9071d8873444bf7b6c46f7a860929703f66a89ceee7402653e6e96c500,e8212b638378823bae27aae066d415989bc85730398b72a2d474d346d7748e7c,4.45812988,0.753777027,0.385906994,CF34-8E,CF34-8E5,-1pt FAN efficiency,16162
5c888c9071d8873444bf7b6c46f7a860929703f66a89ceee7402653e6e96c500,e8212b638378823bae27aae066d415989bc85730398b72a2d474d346d7748e7c,3.59924293,1.17074704,0.0694990009,CF34-8E,CF34-8E5,-1pt FAN efficiency,90986
5c888c9071d8873444bf7b6c46f7a860929703f66a89ceee7402653e6e96c500,e8212b638378823bae27aae066d415989bc85730398b72a2d474d346d7748e7c,3.91747999,1.15115595,0.110475004,CF34-8E,CF34-8E5,-1pt FAN efficiency,66616
5c888c9071d8873444bf7b6c46f7a860929703f66a89ceee7402653e6e96c500,e8212b638378823bae27aae066d415989bc85730398b72a2d474d346d7748e7c,0.562987983,1.28536201,0.216157004,CF34-8E,CF34-8E5,-1pt FAN efficiency,7636
5c888c9071d8873444bf7b6c46f7a860929703f66a89ceee7402653e6e96c500,e8212b638378823bae27aae066d415989bc85730398b72a2d474d346d7748e7c,1.62878394,1.11308002,0.0838780031,CF34-8E,CF34-8E5,-1pt FAN efficiency,57261
5c888c9071d8873444bf7b6c46f7a860929703f66a89ceee7402653e6e96c500,e8212b638378823bae27aae066d415989bc85730398b72a2d474d346d7748e7c,5.39916992,0.162457004,0.189866006,CF34-8E,CF34-8E5,-1pt FAN efficiency,56857
